text,sentiment
Russia's Sistema down 7.6 per cent after Yevtushenkov house arrest ruling,Sell
Sebi slaps Rs 42.50cr fine on 21 entities for fraudulent trade,Hold
Sell Adani Power with a target of Rs 44: Prakash Gaba,Sell
Sell Allahabad Bank with stop loss of Rs 131: Sandeep Wagle,Sell
Sell Arvind Ltd with target price of Rs 168: Ashwani Gujral,Sell
Sell CNX IT with a target of Rs 9650: Mitesh Thacker,Sell
Sell Crompton Greaves with target price of Rs 192: Vijay Bhambwani,Sell
Sell Divis Lab with a target of Rs 1305: Sandeep Wagle,Sell
Sell DLF Ltd with target price of Rs 158: Sandeep Wagle,Sell
Sell Dr. Reddys with stop loss of Rs 3192: Mitesh Thacker,Sell
Sell Glenmark with a stop loss of Rs 731: Vijay Bhambwani,Sell
Sell HUL Ltd with target price of Rs 535: Mitesh Thacker,Sell
Sell ICICI Bank with a target of Rs 1390: Sandeep Wagle,Sell
Sell JSPL at a stop loss of Rs 290: Ashwani Gujral,Sell
Sell Lupin Ltd with target price of Rs 853: Mitesh Thacker,Sell
Sell PNB with target price of Rs 490 : Ashwani Gujral,Sell
Sell TVS Motors with stop loss of Rs 251: Sandeep Wagle,Sell
Sensex plunges 400 points; over 70 stocks hit fresh 52-week lows,Sell
"Sensex sinking to 20K: Blame the US, not China and RBI",Sell
Shift from large caps to midcaps for near term: Ashwani Gujral,Buy
SKS shares plunge 15 pc to slip below IPO issue price,Sell
Southeast Asian stocks falls as Singapore index touched a four-month low,Sell
"Spike in government bond yield temporary, may soften soon: P Chidambaram",Sell
Stay away from PSU banks until reforms kick in: Nitin Raheja,Sell
Sterling near 4-week low vs euro ahead of UK inflation data,Sell
Sterling slips from Monday peak as inflation data dents rate expectations,Sell
Stop depending on rating cos for risk assessment: Sebi to MFs,Hold
Suzlon slips 10% as auditors raise red flag on companys operations,Sell
Syndicate Bank profit drops by 31% in Q4 on NPA provisions,Sell
TAKE Solutions slips 3% on revenue loss due to Chennai floods,Sell
Top five reasons why Deutsche Bank cut Indian markets to 'neutral',Sell
Tribhovandas Bhimji Zaveri Q2 net plunges 82% to Rs 3.51 crore,Sell
Tulip Telecom shares hit lower circuit; down 20% in 4 sessions,Sell
"Turkey stocks tumble 6%, lira hits record low amid political uncertainty",Sell
TVS Motors: Slowdown in the two-wheeler industry hits revenues and margins,Sell
Uninor narrows operating loss to Rs 107 cr in Apr-Jun quarter,Sell
"Unseasonal rains, hailstorms affect rural demand for gold in wedding season",Sell
"US oil dives below $100 on Kansas refinery outage, equity drop",Sell
Vegetable oil import may touch new record at 12.3 milllion tonnes,Sell
Voltas shares slump 6% as top brokerages downgrade on earnings concern,Sell
VW hits 4-year low as diesel emissions fallout spreads to France,Sell
Whirlpool of India Q2 net down 7% to Rs 37.60 crore,Sell
Wipro can slide down to levels closer to 555: Prakash Gaba,Sell
Wockhardt Q4 Net plunges 78 per cent to Rs 74.45 crore,Sell
You can sell Bank Nifty March Futures around 9950: Rajat Bose,Sell
10-yr bond yield may not go below 8.70 per cent: IDBI Bank,Sell
3 promoters sell 54 lakh DB Corp shares for Rs 159.57 crore,Sell
4200 levels for Nifty not unlikely in couple of weeks: Ashwani Gujral,Sell
5 reasons why bears are running riot as Sensex shrivels 500 points,Sell
7800 levels will act as a stiff resistance for Nifty: Sandeep Wagle,Sell
"AAP may decimate Congress, no big moves seen on Sensex: Credit Suisse",Sell
"Africa operations taking a toll on Bharti's earnings, prefer Idea: Hemindra Hazari",Buy
"After sprinting for a decade, are the good times over for Cognizant?",Sell
Amtek Auto cracks as company's June quarter loss nearly doubles on year,Sell
"Angel investors, promoters not happy with new ITP guidelines issued by Sebi",Hold
"Any dip in IT stocks, one should buy frontline ones, Seshadri Bharathan",Sell
"As Danish bond market dries up, investors look for more liquid assets",Sell
"As oil slides fast to near 7-year low, crude options stay calm",Sell
Asset quality concerns to keep weighing on PSU banking stocks: Pankaj Pandey,Sell
"Australia shares drop to 5-week low on Wall Street fall, global tensions",Sell
Auto sales will continue to remain lacklusture for some months: Prashasta Seth,Sell
Axis Bank slips over 3% as SUUTI plans to offload 9% stake,Sell
Bata India Q2 net down 4.14 per cent at Rs 59.37 crore,Sell
BlackRock ETFs near $1 trillion as it loses market share to Vanguard,Sell
Brent's premium to Dubai crude falls to lowest in nearly 4 years,Sell
Ceat drops by over 6 pc on BSE after disappointing FY11 nos,Sell
"Central Bank of India extends poor show, net falls 4% in Q4",Sell
China yuan falls to two-month lows as central bank sets weaker midpoint,Sell
"Coca-Cola loses fizz, volume growth dips to single digits year on year",Sell
Commexes turnover in first fortnight of Nov dip by 65 per cent,Sell
Core Projects Q3 net profit dips by 21% to Rs 24.43 cr,Sell
Crash in crude prices:  Sectors and stocks that will be affected,Sell
Crude palm oil futures soften by 0.16 per cent on sluggish demand,Sell
Dewan Housing slips over 3% on fund raising plan via share sale,Sell
Diageo and BAE fall as UK's FTSE backs off from record high,Sell
DLF balance sheet does not give a very encouraging picture: Mayuresh Joshi,Sell
"Dollar stands tall as euro hit by economic gloom, yen also wilts",Sell
"Don't buy into telecom stocks, utilise opportunity to book out: Ambareesh Baliga",Sell
"Double whammy for BHEL: Project delays, fall in order inflow a worry",Sell
Dr Reddy Q3 PAT grows 70% to Rs 618 crore; stock down,Sell
EIL files draft prospectus with Sebi to sell 10% stake via FPO,Sell
Eros Media plunges 9% over alleged overstatement of revenues by parent co,Sell
Errors in prospectus: Coal India gives investors exit option until Oct 25,Sell
Eveready Industries Q2 Net down 22 per cent at Rs 13.80 crore,Sell
"Expect market to be edgy and volatile in October: Arindam Ghosh, Blackridge",Hold
GAIL slips nearly 5% as CLSA downgrades it to 'sell' from 'outperform',Sell
GMDC standalone net profit falls to Rs 82 crore in December quarter,Sell
GMR Infrastructure net loss widens to Rs 610 crore for September quarter,Sell
Go short on Bank Nifty as it still looks weak: Mitesh Thacker,Sell
"Gold down 1 per cent, hits 8-month low on weak physical demand",Sell
Gold stuck near 7-1/2 month low; set for worst week since May,Sell
"Gold trades near 4-month low before European Central Bank decision, US data",Sell
Gold's longest run in a year ends as US inflation picks up,Sell
GSFC Q3 net profit down 26 per cent at Rs 101.20 crore,Sell
GVK Power & Infra posts Q1 net loss of Rs 281.34 crore,Sell
Hedge funds give up betting on oil as prices continue to tumble,Sell
"Hong Kong shares fall on weak global markets, protest worries; China weaker",Sell
Hong Kong shares snap 3 days of losses as global outlook improves,Sell
"HPCL tanks nearly 8% post Q2; Rs 2,041 crore m-cap shaved off",Sell
HSIL falls nearly 4% after approving QIP at discount to floor price,Sell
IDBI Bank plunges as CBI registers inquiry against loan to Kingfisher Airlines,Sell
IDFC Ltd April-June net down 13 per cent at Rs 449 crore,Sell
Improvement required in balance sheets of real estate cos: Birla Sun life,Sell
"India VIX loses steam, volumes sink to less than Rs 1 crore",Sell
Indo Rama Synthetics posts net loss of Rs 26 cr in Q1,Sell
Infosys ends 3% down; global brokerages raise target price post Q1 results,Sell
Infosys may report sharp 11.3% drop in net profit for June quarter,Sell
"Infra stocks will remain under some pressure: Dhiraj Agarwal, Standard Chartered Capital",Sell
Investors can give a miss to edible oil company NCML Industrie IPO,Sell
"IOB drops on RBI action; steps not to impact earnings, says bank",Sell
"IPO market lacklustre; no exciting issues lined up: Pramod Gubbi, Ambit Capital",Hold
IRB Infrastructure Q3 net profit down 24 pc at Rs 109 crore,Sell
Iron ore upswing may not last as China mulls raise in output,Sell
"IT stocks also crack, experts say markets may slip 15% from here",Sell
JLR plants unrest could be near-term negative for Tata Motors: Goldman Sachs,Sell
Listed firms need to explain delay in disclosure beyond 24 hours: Sebi,Hold
Masala bonds not spicy enough for the market due to poor pricing,Sell
MOIL Q1 net profit down 8.74 per cent at Rs 99.41 crore,Sell
NIIT Technologies slips over 8% as Q2 falls to Rs 40.10 crore,Sell
"Not very bullish on sugar stocks: Fayeza Hafizee, Intime Spectrum Securities Ltd",Sell
"Novartis tanks 7%, hits 52-week low as SC denies cancer drug patent",Sell
Orchid Chemical can be sold with a target of 290: Ashwani Gujral,Sell
Overall condition do not look that compelling for banks: Nine Rivers Capital,Sell
Panacea Biotec slips as Q1 net loss widens to Rs 37 crore,Sell
Platinum poised for worst quarter in 7 years on Volkswagen emissions scandal,Sell
Polaris Financial Technology slips over 21% as the stock goes ex-demerger today,Sell
"Prakash Industries slumps 20% in intraday deals on CARE downgrade, bribery scam",Sell
Providence may sell 25 per cent stake in Idea Cellular; stock slips,Sell
"QE cut by $20 bn, Sensex sinks: How it's good for India",Sell
Rail stocks fail to pick up steam ahead of railway budget 2015,Sell
Rakesh Jhunjhunwala's sale of holdings in Praj Industries surprise many on D-Street,Sell
Revenue and profit growth to remain subdued for India Inc in Q4,Sell
Rupee falls 14 paise  to 61.88 against dollar in early trade,Sell
Rupee falls 31 paise vs US dollar to one-week low of 61.41,Sell
"Rupee sees worst week in four months, closes at 59.10/11 per $",Sell
"Rupee tumbles to over 7-month low, down 42 paise vs US dollar",Sell
Rupee weakens in line with Asia as US Federal Reserve seen hawkish,Sell
S Korean shares fall to 5-week low on oil plunge; won firmer,Sell
S Korean shares pare losses after dipping to 2-month low; won firmer,Sell
Sanofi India Q4 net down 44.22 per cent at Rs 51.7 crore,Sell
SBI plunges more than 2% as Q3 net profit declines by 34%,Sell
"Sectors, stocks that are likely to be impacted due to euro fall",Sell
Securities Appellate Tribunal will hear RIL's plea against Sebi on June 14,Hold
Sell Asian Paints Ltd with target price of Rs 450: Mitesh Thacker,Sell
Sell Bank of Baroda with target price of Rs 500: Ashwani Gujral,Sell
Sell Cairn India Ltd. with stop loss around Rs 257: Prakash Gaba,Sell
Sell Canara Bank with a stop loss of Rs 392: Prakash Gaba,Sell
SELL Exide Industries Ltd with a target of Rs 113: Mitesh Thacker,Sell
Sell HDIL Ltd with a stop loss of Rs 86: Sandeep Wagle,Sell
Sell Hindustan Unilever with a stop loss of Rs 731: Mitesh Thacker,Sell
Sell Lupin Ltd with a stop loss of Rs 1360: Mitesh Thacker,Sell
Sell NMDC Ltd with a stop loss of Rs 153: Ashwani Gujral,Sell
Sell SKS Microfinance Ltd with a target of Rs 421: Sandeep Wagle,Sell
Sell Sun TV Ltd with target price of Rs 324: Sandeep Wagle,Sell
Sell Tata Steel with a stop loss of Rs 397: Prakash Gaba,Sell
Sell Tata Steel with a stop loss of Rs 538: Sandeep Wagle,Sell
Sell United Spirits at a stop loss of Rs 2390: Mitesh Thacker,Sell
Sell ZEE Entertainment Ltd with target price of Rs 255: Mitesh Thacker,Sell
Sensex loses 305 points: Is it the start of a market meltdown?,Sell
Short-term uncertainties back; look at pharma stocks as long-term bets: Kunj Bansal,Sell
"Siemens to delist in London and Zurich, Indian subsidiary wont get affected",Sell
SKF India Q2 net profit down 2 pc at Rs 46 cr,Sell
Somany Ceramics drops 7% as firm sets QIP floor price at discount,Sell
Sun Pharma tanks nearly 9% in two sessions on USFDA import alert,Sell
Supply of government bonds chokes growth of corporate bonds: RBI Deputy Governor,Sell
Tara Jewels Q2 net dips by 29 pc to Rs 11.03 crore,Sell
"T-Bill volatility a warning shot to investors, says JPMorgan head Jamie Dimon",Hold
Tea production falls by 1.3 pc to 966.4 million kgs in 2010,Sell
"Tech Mahindra slips nearly 6% as Q1 profit, margin miss Street estimates",Sell
"Tough week ahead for the markets: Dipan Mehta, Member, BSE and NSE",Hold
TTK Prestige Q1 net down 17 per cent to Rs 22 crore,Sell
TTK Prestige Q4 Net down 6.49 per cent to Rs 26.21 crore,Sell
USL shares down 2% as co seeks shareholders' nod to report sick,Sell
Vishal Retail Q4 loss widens by 12 pc to Rs 129 cr,Sell
Volatility of earnings stream is lower in large cap IT: Prateek Agarwal,Sell
"Won leads Asia FX slide as volatile China stocks, Greece hit sentiment",Sell
Zee Entertainment Q1 net down 6.26 per cent at Rs 210.57 crore,Sell
Zee Media Corporation Ltd Q2 net loss widens to Rs 16.97 crore,Sell
Zydus Wellness Q1 net down 25 per cent at Rs 17 crore,Sell
"8,056 on Nifty could be an invitation to initiate fresh shorts: Ashwani Gujral",Sell
Abbott India Q2 net profit down 3 per cent at Rs 61.70 crore,Sell
"Against the odds, German Bund yields on track for biggest fall since 2008",Sell
AI registers loss of Rs 1791 cr in 1st quarter of this fiscal,Sell
AirAsia shares falls as much as 7 per cent after reporting Q3 losses,Sell
Amtek Auto fallout: Are rating agencies slow to raise alarm on possible defaults?,Sell
An error in updating shareholding pattern costs Tata group firm Rs 2.28 lakh,Sell
Apple's Tanking: Here's what a 1-point move in Apple does to the Dow,Sell
Arvind Pvt Ltd. net profits tanks by 49% on account of exceptional expenses,Sell
"Asset quality issues will continue to haunt PSU banks: IV Subramaniam, Quantum AMC",Sell
August gold declines after rising to four-month high on lack of duty cut,Sell
Bain Capital raises $115 million through Hero share sale; exits with 2x return,Sell
Banks a bit dicey; exercise caution and be stock specific: Daljeet Singh Kohli,Sell
Banks sitting on big losses; hopefully it just a one-time loss: Hemindra Hazari,Sell
Banks tank as RBI moves to introduce new methodology for base rate calculation,Sell
Beaten down IT stocks stage a pullback ahead of Infosys results on Tuesday,Sell
"Bill Gross sees US stocks falling 10%, urges investors to sit on cash",Sell
BNP Paribas to suspend some US dollar-clearing for one year: New York regulator,Sell
"Brent falls to 27-month low, under $91 on global growth, oil glut concerns",Sell
Brent's premium to Dubai crude falls to lowest in more than 3 months,Sell
"Bulls run for cover: Sensex plunges over 860 points on oil, Greece concerns",Sell
CARE Ratings initiates process to offload PSU bank's stake in the company: Sources,Sell
"Cement consumption unlikely to increase in near term: Prateek Agarwal, ASK Investment Managers",Sell
"Cipla plunges over 8% as Q3 profit lags estimates, brokers slash target prices",Sell
Commodities to see first drop in 5 years as sugar to nickel fall,Sell
"Cyient Q1 revenue drops 2.6% as Rangson Electronics orders deferred, services growth slows",Sell
"Demand for corporate bonds falls 36% in June on monsoon worries, Greece default",Sell
"DLF's ratings likely to fall post ban, ratings firms to take a call",Sell
Do not recommend entering in oil marketing space at this level: Phani Sekhar,Sell
"Dont be surprised to see rupee fall to 70 per dollar, say experts",Sell
Euro down as euro zone PMI eyed after China survey fails to excite,Sell
"Euro struggles near 1-year low on weak German data, ECB Mario Draghi comments",Sell
Expect a 3-4% dip in Bank Nifty before fresh levels breakout: Mitesh Thacker,Sell
Fresh entry into L&T at these levels may be too risky: Jagannadham Thunuguntla,Sell
"Govt disallows ads on mobile, Internet for tobacco companies; ITC slips over 1%",Sell
"HCL Technologies down nearly 3% post Q4 results, worst fall since July 14",Sell
HDIL Q2 net profit down 70% at Rs 42.7 crore; income up 66%,Sell
Hikal Q1 net down 66% to Rs 5 crore due to forex loss,Sell
"Hong Kong shares fall to 3-mth low on pro-democracy protests, China inches down",Sell
Hyundai Motor shares slide to lowest in over 4 years after US fine,Sell
ICICI Bank Q2 PAT grows 15.1% YoY; stock slips on asset quality concerns,Sell
IHCL Q3 FY 10 profit dips over 22 pc at Rs 64.88 crore,Sell
Infra project may take a hit when interest rate go up: Avendus Capital,Sell
International business likely to weigh on Bharti Airtel for some time: Nitin Raheja,Sell
Iran drops crude price to 3-year low in fight for Asia market share,Sell
ITC Q4 PAT rises 18% at Rs 2278 crore; stock ends in red,Sell
Kingfisher Airlines shares tank 5 pc on buzz CEO Sanjay Aggarwal has quit,Sell
"Limited room left for further upside, says P Phani Sekhar, Karvy Stock Broking",Hold
"Lot of money cannot be put in energy: Rajan Malik, Philip Capital PCG",Sell
"Mandhana, Eros plunge as court convicts Salman Khan gets five year in jail",Sell
Margin calls in mid & small-caps pull indices Down; Sensex falls 323 points,Sell
Minority shareholders of Nirma shocked over fresh exit offer of Rs 225/ share,Sell
MphasiS Q1 net profit declines 2 per cent  to Rs 180.6 crore,Sell
MphasiS will take a good beating down on the HP front: Avinash Gorakshekar,Sell
"Narayana Murthy effect: Infosys volatility falls below 40%, lowest in past several quarters",Sell
"Nikkei posts biggest drop in 3 weeks, downing of Malaysia jet hits mood",Sell
Not a good idea to buy REI Agro for the long-term: Deepak Mohoni,Sell
Organic growth for TechM unlikely to pick up in next 2-3 quarters: Sabharwal,Sell
"Outlook for most defence stocks not sunny: G Chokkalingam, Equinomics Research & Advisory",Sell
Over 30 entities under Sebi lens for unusual trading activities on May 16,Hold
Paper stocks like BILT do not make very exciting tradable bets: Vijay Bhambwani,Sell
Profit booking by institutions may have triggered steep fall in Vakrangee: Ambareesh Baliga.,Sell
Put a stop loss on metals just below previous week lows: Devang Visaria,Sell
PVR down on sale of Phoenix Mills property for over Rs 100 crore,Sell
Renuka Sugars ends 6 per cent down as Wilmar deal raises dilution woes,Sell
SBI's Bhushan Steel bail out plan may face hurdles as lenders turn unsupportive,Sell
Sell Ashok Leyland Ltd with a stop loss of Rs 43: Prakash Gaba,Sell
Sell Divi Laboratories Ltd with a stop loss of Rs 1711: Vijay Bhambwani,Sell
Sell Motherson Sumi Systems Ltd with a target of Rs 400: Prakash Gaba,Sell
Sell Tech Mahindra Ltd with a stop loss of Rs 2606: Mitesh Thacker,Sell
Shameful that listed firms not finding women directors: Sebi Chief U K Sinha,Hold
Share prices of JustDial unlikely to go up futher; trade cautiously: Sudip Bandyopadhyay,Sell
"Short-term investors should not look at Hindustan Unilever: Sajiv Dhawan, JV Capital Services",Sell
Shree Renuka Sugars has had a lot of bad luck:  Jagdish Malkani,Sell
Shree Renuka Sugars slips 10% on fears of equity dilution after Wilmar deal,Sell
Sluggish growth seen in auto ancillary space over next two quarters: Jitendra Sriram,Sell
Sovereign wealth funds sell chunk of Indian stocks; oil-rich countries among top sellers,Sell
SRF December quarter net profit drops 19 per cent to Rs 72 crore,Sell
Sugar costlier by up to Rs 2 per kg on import duty hike,Sell
"Suzlon: Orders rise, but high debt may take wind out of its sails",Sell
"Swiss franc drops to 2-week low on talk of SNB hand, informal band",Sell
TCS shares slump over 9% post Q2 results; mcap down Rs 46K crore,Sell
"TCS to perform no better than 10-year bond, in long term: Nirav Sheth",Sell
"Tough competition, slow revival in domestic cycle make steel stocks avoidable: Ajay Bagga",Sell
Vijaya Bank's third  quarter  net profit  plummets 91 per cent,Sell
Viom Networks pushes back IPO plans to April 2016 as market turn sluggish,Sell
VIP Industries Q1 net down by 38.8 per cent at Rs 23.5 crore,Sell
Warren Buffett's Berkshire equity portfolio goes awry; loses $5 bn since June 30,Sell
Wockhardt slips nearly 4 per cent as Illinois unit comes under USFDA scanner,Sell
Would not want to buy Nifty for a target of 6750: Sandeep Wagle,Sell
Yen sinks to 7-year low after Bank of Japan tricks and treats investors,Sell
"Zinc futures fall 0.17 per cent on low spot demand, weak global cues",Sell
8300-8400 levels on Nifty to be worst case scenario post Budget 2015: Ashwani Gujral,Sell
"AirAsia shares post biggest drop in 3 years, fall 7.8% after plane goes missing",Sell
AirAsia shares skid nearly 9 pct day after CEO outlines plans to raise funds,Sell
"Assets under gold ETF decline 14% in one year, 35% in last 3 years",Sell
Australian shares falls for third day straight as growth data reduces rate hike prospects,Sell
"Avoid sugar stocks as too many people are stuck: Sajiv Dhawan, JV Capital Services",Sell
Bata India slips over 4% as Q2 net profit declines to Rs 59.37 crore,Sell
"Be in caution mode until govt action in 2012: Sandeep J Shah, Sampriti Capital",Hold
"Bhushan Steel plunges 10%, locked in lower circuit; down 50% in just 7 sessions",Sell
Coffee output may fall by 2.2 per cent this year due to crop damage,Sell
Credit Suisse maintains underperform rating on Bharti Airtel post Q4; sees over 30% downside,Sell
Crude likely to fall to $60 a barrel in near to medium term: Experts,Sell
"Cut in natural gas price, weak global demand to hurt RIL stock: Hemindra Hazari",Sell
Deepak Fertilisers drops nearly 3 per cent as govt stops domestic natural gas supply,Sell
Demand for gold in India tepid despite fall in prices to a 5-year low,Sell
Doubt on Dalal Street: Sensex sheds 518 points as fast as a bullet train,Sell
Dr Reddy Laboratories slips nearly 3% post Q2 results; net profit down 16.8% YoY,Sell
"Drop in Q3 profits, crash in spot LNG prices makes life hard for GAIL",Sell
"East India Hotels Q1 earnings fall on weakening traffic of foreign tourists, interest burden",Sell
"Expect market to be volatile for time being: Gautam Sinha Roy, Motilal Oswal AMC",Hold
Feels like 1986: Oil on track for longest weekly losing streak in 29 years,Sell
Fight against black money: Sebi bars 59 entities including HNIs for executing fictitious trades,Hold
"Gold futures tumble to below 26,000; five reasons why yellow metal is losing sheen",Sell
Hitachi Home & Life Solutions FY-11 net profit down 36% at Rs 29 crore,Sell
HNG Dec qtr net down 4.8 pc at Rs 31.4 cr; to hike prices,Sell
Hotel Leela Venture fails to pay quarterly interest on LIC loan; stock falls 6%,Sell
"JSPL scrip factoring in all the negatives, will see a gradual rise: Prakash Diwan",Sell
"Malvinder and Shivinder Singh looking to exit Religare Enterprises, Bain Capital, Baring in fray",Sell
MD CP Gurnani sells 1.46 lakh shares of Tech Mahindra for Rs 15.51 crore,Sell
Muted response to tax-free bonds by ports due to weak market: G K Vasan,Sell
"NALCO net dips 21 pc to Rs 1,069 crore in FY12 on lower demand",Sell
"Nifty50 slips below 8,100; Q2 nos of 4 index stocks fail to induce life",Sell
OBC Q3 net down 31 pc at Rs 224 cr on rising bad loans,Sell
Orissa Minerals Development Company shares plunge 5 per cent on delay in bonus issue,Sell
"Pimco slashes holdings in flagship fund by 15% , braces for Fed rate hike",Sell
"Rallis India drops on poor Q2 numbers, mcap drops below Rs 4,000 crore mark",Sell
Raw material to cost ratio a key determinant for Maruti Suzuki's performance: Amit Khurana,Sell
"Real estate business will take time to pick up: Deven Choksey, KR Choksey Securities",Sell
Sensex under pressure a day ahead of June F&O expiry; top 20 trading bets,Sell
"South Korea won falls to 5-month low on US rate outlook, shares edge lower",Sell
Standard Chartered India's H1 2014 operating profit down 10 per cent to $395 million,Sell
State Bank of Travancore Q3 Net plunges 88 per cent at Rs 14.76 crore,Sell
"Stocks of PSBs may correct 3-7% on weak results, buy on dips: Mehraboon Irani",Sell
Super Religare Laboratories withdraws draft IPO prospectus; to resubmit again in next 4-6 weeks,Sell
"Suzlon inks loan deal worth Rs 7,000 cr; expert advises investors to exit stock",Sell
Tariff value of gold increased to $521/10 gm; import of gold to be costlier,Sell
Unitech Q1 dips by 53 pc to Rs 45.88 crore; no dividend for FY'12,Sell
World rice trade to drop to 41.3 million tonnes in 2015: UN food agency,Sell
Action against shell companies: Trading stops in around 300 stocks after Sebi cracks the whip,Sell
"At the current level, I would sell in the Nifty: Sandeep Wagle, Power My Wealth",Sell
Bombay High Court denies relief to brokers on regularization of illegal structures at BSE building,Sell
"Brace for further fall; Nifty likely to slip below recent low of 7,997: Mitesh Thacker",Sell
"D-Street fears a volatility spike on uncertainty over Fed, heavy FPI selling and weak Rupee",Sell
"Eros International Media slumps as US bank raises doubts over UAE revenues, ErosNow user count",Sell
Export of oilmeals from India down by 4 pc between April 2013 to January 2014,Sell
Fears of a rate hike by US Federal Reserve and rupee depreciation make investors jittery,Sell
From 30K to 27K; top 5 reasons why there is more pain ahead for Sensex,Sell
FY16 not a good year for large drug makers; prefer midcap pharma stocks: Hemindra Hazari,Buy
Global fund managers eyeing fall in Sensex; to turn buyer post 10%-20% correction in market,Sell
Gold's fall threatens to squash run of mining M&As just as momentum was picking up,Sell
"HCL Tech Q2 seen flat at Rs 1,430 crore, forex loss pegged at $23 million",Sell
"Interim Budget 2014: Excise duty cuts across auto segment roll in, but investors still wary",Sell
Lot of negative news is the reason for sharp decline in telecom stocks: Angel Broking,Sell
MEP Infra Developers IPO: Why it can potentially be a risky bet for retail investors,Sell
Negative biasness to persist; global cues to set market tone in near term: Quantum Securities,Hold
NSEL scam: High Court appoints fact-finding panel to monetise and sell assets of defaulting parties,Sell
Pantaloon Retail's warrant conversion dilemma: Lose Rs 100 crore or shell out Rs 300 crore,Sell
"PSU banks are being impacted due to stress on asset quality: Pankaj Pandey, Head-Research, ICICIdirect.com",Sell
"Real estate is not a good long-term investment option: Dipan Mehta, Member, BSE & NSE",Sell
"Shipping Corporation of India's net loss widens more than nine times, total income rises 27%",Sell
Shree Renuka Sugars ends 6% down on Wilmar deal: To sell the stock or not?,Sell
"State Bank of India Q3 net profit down 34% to Rs 2234 crore, lags estimates",Sell
Tsunami of bad debt set to strike stocks of PSBs; avoid sailing:  Hemindra Hazari,Sell
UBS sceptical about Infosys Vision 2020 - companys growth plan over the next five years,Sell
An insurance company underestimated how long people would live - and now its stock is crashing,Sell
HDIL Q1 net down 44%; to generate 2 million sq ft TDRs in next one year,Sell
"Lack of substantial increase in the rural income is impacting M&M: Sandeep J Shah, Sampriti Capital",Sell
Lenders including Bank of India ask Sakthi Sugars to sell assets or equity to repay debt,Sell
RBI's rate hike will see rise in number of stressed firms in BSE 500: India Ratings,Sell
Share sales to meet holding norm set by Sebi; secondary market may face severe fund crunch,Hold
Surge in sales volume of products linked to Indian equities can threaten NSE's pricing power: Experts,Sell
Vote on account 2014: Jewellery stocks plunge as much as 5% as no duty cut disappoints,Sell
"Adverse conditions in US and Europe markets took a toll on ours: Prakash Diwan, Altamount Capital Management",Sell
"Dr Reddy Laboratories reports 17% net profit drop in July-September quarter, spent 12% of revenues on R&D",Sell
Govts decision to increase import duty on natural rubber will hurt Make in India initiative: Tyre makers,Sell
Most railway related stocks slip in red after hitting fresh 52-week highs ahead of Rail Budget 2014,Sell
Strides Arcolab may see some more downside if the Mylan deal does not come through: Avinnash Gorakssakar,Sell
Sun Pharma declines 1.7 per cent on getting warning letter from  US Food and Drug Administration,Sell
Goldman Sachs thinks oil prices could fall another 50% as the market spends another year sorting itself out,Sell
Growth concern for Bajaj Electricals is going to slip on to the next couple of quarters: Gaurang Shah,Sell
United Spirits tanks 8% as traders short sell on buzz that Diageo open offer to be around 53%,Sell
"Aditya Birla Nuvo Ltd. is a 'SELL' call with a target of Rs 2,195 and a stop loss of Rs 2,276.",Sell
Nigel Harris to take over as Ford India head from Feb 1; Sumit Sawhney to be Renault India MD & CEO,Hold
Would bet on Bosch and Wabco in the auto ancillary sector; likely to do well in long-term: Pankaj Pandey,Buy
DIIs likely to lap up Rs 1 lakh crore bonds; UDAY brings cheers to PF & insurance funds,Buy
"SBI, PNB rally about 6% as RBI extends deadline for Basel III by a year to March 2019",Buy
"Century -UltraTech  deal would be a win-win situation for both companies, if it materialises: P Phani Sekhar",Buy
"Auto, IT, pharma help paint rosy Q3 picture, but current phase of growth not secular across sectors",Hold
"Buoyed by Royal Enfield, Eicher Motors is a growth stock with promising returns in the long term",Buy
Current surge in fuel prices not enough to reassure investment in oil and gas space: Hemindra Hazari,Hold
"L&T, others in the infra sector to do well in the medium term: Ajay Bodke, Prabhudas Lilladher",Buy
"LinkedIn, Facebook post massive gains: This time, it's social media sending Nasdaq to brink of 2000 high",Buy
"NTPC, Tata Power, Reliance Power and Adani are top stocks in power sector for Budget: Ambareesh Baliga",Buy
Upside left in oil PSUs; infra and engineering stocks need to justify their current pricing: IV Subramaniam,Buy
Why a stock revival might be in sight for sugar companies like Renuka Sugars and EID Parry,Buy
VIX jumps 64% on covering of short Nifty put options & squaring off of bullish bets,Buy
"Aban and Reliance can be picked up at current levels: Sandeep Wagle, APTART Technical Advisory Services",Buy
"CBI raids NSEL offices; Financial Tech, MCX tank: Is the rally in these two stocks over?",Sell
"Even after the dream run, PSU oil companies like BPCL, HPCL, others have much upside left",Buy
"IGL zooms 12%, GAIL hits 52-week high even as oil ministry cuts CNG price by 30%",Buy
"IndusInd, HDFC Bank safe bets in private banking space, ICICI Bank offers valuation comfort: Vinay Khattar",Buy
"MCX, Axis Bank, Yes Bank climb up to 4% as Cabinet approves composite foreign investment caps",Buy
"Results of Whirlpool and Symphony make them much more credit worthy: P Phani Sekhar, Angel Broking",Buy
Russia-Ukraine standoff sends markets into a tizzy; Sensex snaps 5-day winning streak to slip below 21k,Sell
"Sales growth of top 10 listed consumer cos like HUL, ITC, Dabur halves over year-ago period",Sell
